rally,ball_round,time,start_frame,end_frame,roundscore_AB,roundscore_CD,player,server,ball_type,backhand,hit_height,hit_x,hit_y,return_height,return_x,return_y,player_A_x,player_A_y,player_B_x,player_B_y,player_C_x,player_C_y,player_D_x,player_D_y,lose_reason,fault_player,score_reason,score_team,flaw,db
1,1,00:29:24,52949,52968,1,0,C,1,發短球,1,2,0,0,1,628,420,565,395,683,385,653,534,587,500,,,,,0,1
1,2,00:29:25,52968,52981,1,0,A,2,推球,1,1,628,420,2,511,553,571,407,676,383,660,538,588,498,,,,,0,1
1,3,00:29:26,52981,53006,1,0,C,2,防守回挑,0,2,511,553,1,467,369,600,413,675,376,653,557,589,504,,,,,0,1
1,4,00:29:26,53006,53017,1,0,B,2,殺球,0,1,467,369,2,684,566,613,402,583,373,591,578,670,512,,,,,0,1
1,5,00:29:27,53017,53049,1,0,C,2,擋小球,1,2,684,566,0,498,455,611,391,486,367,601,577,708,535,,,,,0,1
1,6,00:29:28,53049,53049,1,0,,3,死球,0,0,498,455,2,497,459,537,411,512,369,630,583,608,515,掛網,C,對手掛網,AB,0,1
2,1,00:29:45,53572,53588,2,0,B,1,發短球,1,2,0,0,2,600,478,636,371,658,403,649,554,518,516,,,,,0,1
2,2,00:29:46,53588,53605,2,0,D,2,小平球,0,2,600,478,2,473,390,642,374,641,407,653,545,526,498,,,,,0,1
2,3,00:29:46,53605,53621,2,0,A,2,平球,0,2,473,390,2,384,560,580,380,659,414,642,552,556,485,,,,,0,1
2,4,00:29:47,53621,53651,2,0,C,2,擋小球,0,2,384,560,0,383,454,562,375,657,403,568,562,588,487,,,,,0,1
2,5,00:29:48,53651,53651,2,0,,3,死球,0,0,383,454,2,388,456,574,366,434,405,559,574,585,519,掛網,C,對手掛網,AB,0,1
3,1,00:30:04,54127,54143,3,0,B,1,發短球,1,2,0,0,2,720,473,662,370,621,399,781,505,572,536,,,,,0,1
3,2,00:30:04,54143,54163,3,0,C,2,小平球,0,2,720,473,2,861,387,667,369,632,402,764,495,567,538,,,,,0,1
3,3,00:30:05,54163,54204,3,0,A,2,挑球,1,2,861,387,1,438,625,773,377,651,409,715,502,563,549,,,,,0,1
3,4,00:30:06,54204,54217,3,0,D,2,殺球,0,1,438,625,2,566,377,717,376,512,374,611,541,419,629,,,,,0,1
3,5,00:30:07,54217,54229,3,0,B,2,防守回抽,1,2,566,377,1,489,525,693,372,518,371,598,545,400,627,,,,,0,1
3,6,00:30:07,54229,54239,3,0,C,2,平球,0,1,489,525,2,465,376,695,372,512,372,582,547,418,613,,,,,0,1
3,7,00:30:07,54239,54253,3,0,B,2,防守回抽,1,2,465,376,1,786,503,694,372,502,371,570,537,441,598,,,,,0,1
3,8,00:30:08,54253,54263,3,0,C,2,撲球,0,1,786,503,2,663,372,690,367,491,373,630,521,488,600,,,,,0,1
3,9,00:30:08,54263,54299,3,0,A,2,防守回挑,1,2,663,372,1,504,558,683,368,485,370,672,510,635,593,,,,,0,1
3,10,00:30:09,54299,54311,3,0,D,2,殺球,0,1,504,558,2,784,368,683,369,491,363,620,509,526,581,,,,,0,1
3,11,00:30:10,54311,54330,3,0,A,2,防守回抽,1,2,784,368,1,706,518,689,366,486,363,643,514,457,562,,,,,0,1
3,12,00:30:11,54330,54348,3,0,C,2,擋小球,0,1,706,518,2,627,413,720,371,533,365,737,530,436,528,,,,,0,1
3,13,00:30:11,54348,54378,3,0,A,2,小平球,0,2,627,413,2,935,530,677,383,538,379,756,580,550,514,,,,,0,1
3,14,00:30:12,54378,54400,3,0,C,2,挑球,1,2,935,530,1,842,354,724,364,554,373,838,565,619,522,,,,,0,1
3,15,00:30:13,54400,54412,3,0,A,2,殺球,0,1,842,354,2,645,548,784,360,557,372,774,558,580,542,,,,,0,1
3,16,00:30:13,54412,54436,3,0,C,2,擋小球,1,2,645,548,0,720,454,803,370,617,384,759,563,514,553,,,,,0,1
3,17,00:30:14,54436,54436,3,0,,3,死球,0,0,720,454,2,720,458,757,369,635,385,756,559,484,551,掛網,C,對手掛網,AB,0,1
4,1,00:30:34,55036,55059,3,1,B,1,發短球,1,2,0,0,2,615,489,635,370,659,401,648,551,527,515,,,,,0,1
4,2,00:30:35,55059,55077,3,1,D,2,小平球,0,2,615,489,2,719,378,634,369,645,405,656,553,532,502,,,,,0,1
4,3,00:30:35,55077,55101,3,1,A,2,小平球,1,2,719,378,2,853,521,694,375,617,401,642,556,602,484,,,,,0,1
4,4,00:30:36,55101,55116,3,1,C,2,平球,1,2,853,521,1,825,367,696,370,683,406,749,550,611,495,,,,,0,1
4,5,00:30:37,55116,55142,3,1,A,2,擋小球,1,1,825,367,2,902,490,736,368,708,408,779,560,548,519,,,,,0,1
4,6,00:30:38,55142,55193,3,1,C,2,挑球,1,2,902,490,1,827,345,754,366,695,397,852,532,560,523,,,,,0,1
4,7,00:30:39,55193,55206,3,1,A,2,殺球,0,1,827,345,2,483,526,822,349,689,372,806,562,531,553,,,,,0,1
4,8,00:30:40,55206,55227,3,1,D,2,擋小球,1,2,483,526,1,623,420,817,350,648,385,794,566,521,561,,,,,0,1
4,9,00:30:40,55227,55236,3,1,B,2,撲球,0,1,623,420,2,438,547,686,357,634,413,719,573,489,545,,,,,0,1
4,10,00:30:41,55236,55249,3,1,D,2,防守回抽,1,2,438,547,1,709,411,656,362,624,414,709,571,451,558,,,,,0,1
4,11,00:30:41,55249,55264,3,1,B,2,擋小球,0,1,709,411,2,666,517,634,371,629,416,689,557,397,574,,,,,0,1
4,12,00:30:42,55264,55287,3,1,C,2,挑球,1,2,666,517,1,781,358,653,373,672,413,683,539,430,565,,,,,0,1
4,13,00:30:42,55287,55297,3,1,A,2,殺球,0,1,781,358,2,878,554,709,360,708,406,736,560,443,558,,,,,0,1
4,14,00:30:43,55297,55318,3,1,C,2,擋小球,1,2,878,554,1,856,401,758,362,696,393,772,575,447,563,,,,,0,1
4,15,00:30:43,55318,55339,3,1,B,2,放小球,1,1,856,401,2,912,477,797,358,759,395,785,555,501,557,,,,,0,1
4,16,00:30:44,55339,55356,3,1,C,2,勾球,1,2,912,477,2,534,407,717,366,744,400,813,520,562,538,,,,,0,1
